District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated
543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,707503,530885,1157962,679289,478673,953215,204747,1186512,212285,557254,27469,360954,2299129,16423,17853,380,114,815,183,9577
544,ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,2568249,1422878,1145371,1889879,1239064,650815,1481139,408740,2400710,322164,578949,54545,934221,4105320,86330,77607,2301,850,2316,286,15579
545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,1716933,1571644,2093681,1545831,547850,1748117,345564,3060615,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,403,9661
546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1379223,1273166,1773112,1199338,573774,1534166,238946,2163854,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,211,6227
547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,1598959,1410759,2048880,1327299,721581,1744978,303902,2468518,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,906,31597
548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,1634726,1325715,2381624,1442370,939254,2106326,275298,2506189,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,332,15982
549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1107686,796749,1700567,991842,708725,1463508,237059,1696881,280029,889218,42603,488717,3150195,220654,18775,266,97,204,206,7051
550,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,1832189,1011922,820267,1314561,859880,454681,1076544,238017,1648996,165513,625262,35403,488383,2639737,288378,26202,678,239,2610,146,5567
551,ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,1716766,994699,722067,1320404,823886,496518,1079903,240501,1562065,243607,542455,55824,478518,2391231,454108,23281,367,105,751,245,12381
552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,1246369,880792,2029425,1164122,865303,1757520,271905,2024038,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,434,17520
553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,1338474,972486,2036166,1208544,827622,1679655,356511,2044982,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,309,14858
554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1484794,1183084,1933357,1202223,731134,1669852,263505,2240707,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,358,11677
555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,1725548,1326484,2105668,1372422,733246,1734501,371167,2673993,711980,649517,60342,683829,4038331,528412,18418,2037,1086,178310,149,12918
556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,641388,472024,818081,511575,306506,676407,141674,1071671,196199,303243,44797,273842,1634229,219991,3433,443,412,25198,166,5880
557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,730566,517702,927722,580111,347611,760083,167639,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,8384
558,KARNATAKA,Bidar,1703300,870665,832635,1042673,597198,445475,702608,459050,243558,551763,150845,1000692,141302,280091,18095,263120,1289709,335184,35438,1145,30453,680,521,10170
559,KARNATAKA,Raichur,1928812,964511,964301,979769,577213,402556,903413,530373,373040,725985,177428,1025399,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,29,5346
560,KARNATAKA,Koppal,1389920,699926,689994,809085,468785,340300,654766,387974,266792,508089,146677,735154,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,461,2305
561,KARNATAKA,Gadag,1064570,537147,527423,700177,397178,302999,495722,310412,185310,423451,72271,568848,127441,200310,15485,152486,907750,143665,3432,231,79,5993,74,3346
562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,711776,589888,784833,543776,241057,690948,93885,1062190,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,7436
563,KARNATAKA,Uttara Kannada,1437169,726256,710913,1081906,582099,499807,608526,430565,177961,498304,110222,828643,111581,116336,9492,371117,1187306,187974,44530,305,12804,3624,64,562
564,KARNATAKA,Haveri,1597668,819128,778540,1085443,603793,481650,730066,490731,239335,601951,128115,867602,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,702,4434
565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,813440,608181,1116880,703258,413622,969388,147492,1335715,258080,406092,22832,429876,2103633,320834,14014,1029,284,8044,54,4703
566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,607188,480204,856587,513311,343276,667479,189108,802869,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,128,2665
567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,720637,587903,875207,585639,289568,705099,170108,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,7176
568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,674938,588078,780598,534487,246111,652789,127809,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,2023
569,KARNATAKA,Udupi,1177361,562131,615230,926429,465704,460725,513241,335399,177842,459446,53795,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,522
570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,438257,380088,565774,357889,207885,480229,85545,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,1168
571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1006024,807367,1354646,837512,517134,1078431,276215,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,4223
572,KARNATAKA,Bangalore,9621551,5022661,4598890,7512276,4078041,3434235,4246927,3115361,1131566,3858342,388585,5374624,95619,97914,108898,3944496,7725070,1248294,504863,13254,5531,83090,498,40951
573,KARNATAKA,Mandya,1805769,905085,900684,1149649,638668,510981,871408,575203,296205,714901,156507,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,2430
574,KARNATAKA,Hassan,1776421,883667,892754,1225256,668836,556420,903580,560452,343128,752387,151193,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,3250
575,KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1666323,864019,802304,997721,620903,376818,914476,83245,1091928,33810,29274,188207,746430,1403854,501896,171398,525,445,10397,138,996
576,KARNATAKA,Kodagu,554519,274608,279911,412877,215302,197575,278938,172100,106838,258753,20185,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,394
577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1063766,898414,1314268,921803,392465,1082108,232160,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,6871
578,KARNATAKA,Chamarajanagar,1020791,512231,508560,565279,312957,252322,481693,324326,157367,381408,100285,539098,113105,214303,14007,140278,942071,47210,22183,136,4872,761,140,3418
579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,828359,599009,1087028,680001,407027,844237,242791,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,18233
580,KARNATAKA,Yadgir,1174271,590329,583942,510003,306751,203252,547696,317135,230561,437241,110455,626575,159333,234655,13192,140516,997974,155340,8677,331,7970,1519,996,1464
581,KARNATAKA,Kolar,1536401,776396,760005,1016219,564110,452109,717872,454048,263824,584590,133282,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,1386
582,KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,442158,341064,639778,384452,255326,535565,104213,615326,212226,206939,20276,200337,1100131,147810,4684,264,85,975,77,1078
583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,459891,315499,144392,389989,69902,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,1083
584,KARNATAKA,Ramanagara,1082636,548008,534628,674758,378461,296297,531459,344349,187110,458841,72618,551177,208130,102460,17723,203146,959260,114311,6390,383,104,859,57,1272
585,GOA,North Goa,818008,416677,401331,663060,351738,311322,327658,239125,88533,269437,58221,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,1802
586,GOA,South Goa,640537,322463,318074,502427,264085,238342,249590,180411,69179,206616,42974,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,1237
587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,28023,24530,18753,15318,3435,10804,7949,45720,0,0,264,18489,1788,62268,317,8,10,11,7,64
588,KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,462998,325095,137903,372700,90298,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,2226
589,KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,824116,609377,214739,694209,129907,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,5945
590,KERALA,Wayanad,817420,401684,415736,645585,328136,317449,340077,228639,111438,263445,76632,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,1866
591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,948981,752333,196648,754187,194794,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,6967
592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1597404,1713911,1062424,898157,164267,852047,210377,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,6225
593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1122600,1116892,1042340,746121,296219,875540,166800,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,5685
594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1282261,1396287,1095727,789511,306216,929506,166221,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,6251
595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1425723,1429953,1249343,913249,336094,1061388,187955,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,6564
596,KERALA,Idukki,1108974,552808,556166,923010,471881,451129,516363,331710,184653,415947,100416,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,2690
597,KERALA,Kottayam,1974551,968289,1006262,1749798,861592,888206,735735,530322,205413,604553,131182,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,4636
598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,890552,962245,804471,536738,267733,596387,208084,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,6942
599,KERALA,Pathanamthitta,1197412,561716,635696,1062553,499181,563372,392794,281854,110940,293257,99537,804618,41414,55455,11074,284851,681666,55074,456404,153,150,44,262,3659
600,KERALA,Kollam,2635375,1246968,1388407,2240273,1074345,1165928,912025,644362,267663,695299,216726,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,6480
601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1354857,1430551,1231669,864101,367568,921282,310387,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,22019
602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1495711,1296010,1538054,1103563,434491,1247918,290136,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959
603,TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1968079,1808197,1817297,1369302,447995,1619554,197743,2829435,14454,13674,37345,1751824,3751322,439270,358662,2851,2804,51708,1759,38356
604,TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1611461,1401921,1673814,1181308,492506,1367378,306436,2324438,89343,272514,54732,1257225,3537399,173785,256762,1620,990,4962,756,21978
605,TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1504355,1269573,1689330,1123874,565456,1360185,329145,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,7445
606,TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,909803,717010,1238177,738995,499182,970072,268105,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,3486
607,TAMIL NADU,Viluppuram,3458873,1740819,1718054,2195776,1234479,961297,1703249,1017383,685866,1260802,442447,1755624,369646,832213,38237,463153,3174941,133896,138279,325,238,4032,278,6884
608,TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1285107,1000455,1694160,1083797,610363,1561030,133130,1787896,257004,454210,141503,841443,3326357,95487,53841,412,174,992,246,4547
609,TAMIL NADU,Namakkal,1726601,869280,857321,1176131,653312,522819,898245,531463,366782,839152,59093,828356,158473,253726,38797,447249,1673652,32483,16909,183,108,84,199,2983
610,TAMIL NADU,Erode,2251744,1129868,1121876,1492662,828300,664362,1195773,732083,463690,1111051,84722,1055971,178170,370212,54322,593069,2115455,76098,55899,435,148,639,157,2913
611,TAMIL NADU,The Nilgiris,735394,360143,375251,569647,299447,270200,349974,212172,137802,318924,31050,385420,15645,79100,3895,251334,569477,78452,84610,338,382,910,87,1138
612,TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,816180,665654,1105155,665469,439686,963017,142138,1054620,165405,467959,30829,440962,1879494,105012,169945,313,256,71,138,4546
613,TAMIL NADU,Karur,1064493,528184,536309,727044,401726,325318,543298,329034,214264,508507,34791,521195,85872,200837,11340,245249,993666,53292,16483,115,29,7,79,822
614,TAMIL NADU,Tiruchirappalli,2722290,1352284,1370006,2038981,1087765,951216,1213979,789206,424773,1082329,131650,1508311,170669,378782,30386,634142,2279413,190964,246156,324,250,628,253,4302
615,TAMIL NADU,Perambalur,565223,282157,283066,375823,208011,167812,299726,162639,137087,255097,44629,265497,117304,118278,5343,58801,521658,32702,10301,83,39,38,26,376
616,TAMIL NADU,Ariyalur,754894,374703,380191,480604,269582,211022,359851,212547,147304,272241,87610,395043,107312,166837,13564,72138,708397,7942,37403,104,88,65,42,853
617,TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1000322,814959,1169880,749633,420247,837271,332609,1436034,165170,539412,32027,433271,2391675,123749,83334,401,236,1280,138,5101
618,TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,640916,572092,671994,461174,210820,486328,185666,944456,67482,345057,11555,247900,1435072,128617,47579,184,450,963,110,3475
619,TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,503085,443386,540168,369853,170315,412425,127743,724109,69883,295188,10440,164657,1132785,96092,33192,258,151,279,64,1456
620,TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,944264,846734,974079,680483,293596,834484,139595,1431811,129913,415361,31200,397605,2075870,190814,133971,231,795,1256,148,2805
621,TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,608776,501769,761693,471099,290594,640248,121445,856652,209270,305149,13941,233333,1428784,114194,72850,119,81,32,293,1992
622,TAMIL NADU,Sivaganga,1339101,668672,670429,959744,526304,433440,620171,391305,228866,461102,159069,718930,141003,199563,14656,264949,1186078,74310,75481,150,80,109,24,2869
623,TAMIL NADU,Madurai,3038252,1526475,1511777,2273430,1223810,1049620,1354632,902704,451928,1173902,180730,1683620,92719,372828,47293,841792,2760502,168881,97711,520,199,1532,305,8602
624,TAMIL NADU,Theni,1245899,625683,620216,870080,479403,390677,591642,368900,222742,530591,61051,654257,38367,315161,14939,223175,1148990,56751,37574,152,79,28,74,2251
625,TAMIL NADU,Virudhunagar,1942288,967709,974579,1398788,760375,638413,950158,579111,371047,854066,96092,992130,57153,208702,35298,649005,1822626,47838,67405,245,87,98,75,3914
626,TAMIL NADU,Ramanathapuram,1353445,682658,670787,978946,536487,442459,602977,392751,210226,486150,116827,750468,173767,153874,25228,250108,1047411,208038,91139,154,86,29,36,6552
627,TAMIL NADU,Thoothukkudi,1750176,865021,885155,1349697,703106,646591,748095,503727,244368,657447,90648,1002081,48515,200644,22863,476073,1373920,80740,291908,127,286,53,112,3030
628,TAMIL NADU,Tirunelveli,3077233,1520912,1556321,2273457,1210710,1062747,1436454,876175,560279,1271407,165047,1640779,115715,379763,239664,701312,2425630,303368,342254,268,373,144,450,4746
629,TAMIL NADU,Kanniyakumari,1870374,926345,944029,1548738,780541,768197,679620,524629,154991,552658,126962,1190754,15610,72867,35789,555354,909872,78590,876299,160,438,156,10,4849
630,TAMIL NADU,Dharmapuri,1506843,774303,732540,917709,527599,390110,751170,446057,305113,652996,98174,755673,201328,267345,15341,267156,1452956,38304,14089,164,39,37,87,1167
631,TAMIL NADU,Krishnagiri,1879809,960232,919577,1187958,667062,520896,877779,561634,316145,742001,135778,1002030,236038,263328,21918,356495,1723737,115303,35956,468,121,373,221,3630
632,TAMIL NADU,Coimbatore,3458045,1729297,1728748,2635907,1394790,1241117,1567950,1083125,484825,1443252,124698,1890095,80217,230026,50085,1207622,3044145,211035,190314,1112,435,3284,237,7483
633,TAMIL NADU,Tiruppur,2479052,1246159,1232893,1760566,959623,800943,1266137,819783,446354,1168596,97541,1212915,135817,246333,40988,842999,2278835,123983,70015,455,198,371,119,5076
634,PONDICHERRY,Yanam,55626,27301,28325,39274,19919,19355,16760,14047,2713,15373,1387,38866,291,3324,146,12999,53537,1191,873,3,1,4,4,13
635,PONDICHERRY,PONDICHERRY,950289,468258,482031,726649,380946,345703,348105,256652,91453,315570,32535,602184,9393,51908,6350,280454,855294,32674,58328,245,366,1328,147,1907
636,PONDICHERRY,Mahe,41816,19143,22673,36470,16610,19860,11802,9093,2709,10404,1398,30014,43,82,69,11608,27940,12856,958,3,21,14,3,21
637,PONDICHERRY,Karaikal,200222,97809,102413,154916,79903,75013,68301,53139,15162,58342,9959,131921,2372,13077,1327,51525,152638,28835,18391,46,63,54,14,181
638,ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,20727,16115,25332,15397,9935,17125,12714,4411,9651,7474,19717,322,242,2560,14001,8681,1336,26077,343,119,0,248,38
639,ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,54861,50736,78683,43186,35497,38579,30612,7967,31038,7541,67018,10727,1915,260,25677,81163,2165,21870,77,84,4,47,187
640,ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,127283,110859,190266,105794,84472,96831,77563,19268,85221,11610,141311,5518,2624,907,87782,174452,28912,33037,866,135,27,269,444
